battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2025-12-18-00:41:30,RANKED MATCH,marisa,gouki,1450,1455,WIN,2-1,Q6DBAUL7B,6
2025-12-18-00:38:50,RANKED MATCH,marisa,blanka,1443,1408,WIN,2-1,RSFLRQEJW,6
2025-12-18-00:36:55,RANKED MATCH,marisa,blanka,1435,1416,WIN,2-1,M43NY3DMA,6
2025-12-18-00:33:35,RANKED MATCH,marisa,blanka,1427,1431,WIN,2-0,6TUUKGV6X,6
2025-12-18-00:32:22,RANKED MATCH,marisa,blanka,1419,1439,WIN,2-0,RRN5HQ8N7,6
2025-12-18-00:30:54,RANKED MATCH,marisa,blanka,1427,1431,LOSE,0-2,8HPVA3LSX,6
2025-12-18-00:27:30,RANKED MATCH,marisa,chunli,1419,1422,WIN,2-1,64TT7XFE9,7
2025-12-18-00:24:11,RANKED MATCH,marisa,gouki,1427,1414,LOSE,1-2,DKTRDH8XH,7
2025-12-18-00:22:31,RANKED MATCH,marisa,gouki,1436,1405,LOSE,1-2,FQYTFF73K,7
2025-12-18-00:19:06,RANKED MATCH,honda,kimberly,1472,1484,WIN,2-1,8RKCXGMDR,7
2025-12-18-00:14:41,RANKED MATCH,honda,jp,1479,1515,LOSE,1-2,X55WPL45T,7
2025-12-18-00:12:37,RANKED MATCH,honda,jp,1486,1508,LOSE,1-2,QVS9774DT,7
2025-12-18-00:09:18,RANKED MATCH,honda,cviper,1496,1394,LOSE,1-2,MALXN4M7X,7
2025-12-18-00:05:52,RANKED MATCH,honda,mai,1490,1398,WIN,2-1,VMHPLXJG3,7
2025-12-18-00:03:47,RANKED MATCH,honda,mai,1484,1404,WIN,2-0,JW5QXRXC5,7
2025-12-18-00:00:53,RANKED MATCH,honda,luke,1476,1482,WIN,2-1,6F5H36VMB,7
2025-12-17-23:58:50,RANKED MATCH,honda,luke,1467,1491,WIN,2-1,SGFVWKHXL,8
2025-12-17-23:55:42,RANKED MATCH,honda,cammy,1459,1442,WIN,2-0,SGT4VTRTN,8
2025-12-17-23:54:12,RANKED MATCH,honda,cammy,1451,1450,LOSE,1-2,3DXSN3HCN,8
2025-12-17-23:49:58,RANKED MATCH,jp,kimberly,1428,1345,LOSE,0-2,8V4FF8AD7,8
2025-12-17-23:47:20,RANKED MATCH,jp,deejay,1436,1446,LOSE,0-2,QE93APA6U,8
2025-12-17-23:46:08,RANKED MATCH,jp,deejay,1444,1438,LOSE,1-2,WCSSAQ9AK,8
2025-12-17-23:42:47,RANKED MATCH,jp,ryu,1452,1433,LOSE,0-2,E43MBAHJP,8
2025-12-17-23:41:16,RANKED MATCH,jp,ryu,1461,1424,LOSE,0-2,VKGEC5JQH,8
2025-12-17-23:38:16,RANKED MATCH,jp,vega,1455,1367,WIN,2-0,G9YMU4U9R,8
2025-12-17-23:36:44,RANKED MATCH,jp,vega,1449,1373,WIN,2-1,AHY3JEU6E,8
2025-12-17-23:33:34,RANKED MATCH,jp,juri,1457,1465,LOSE,0-2,AMP6SF986,9
2025-12-17-23:32:06,RANKED MATCH,jp,juri,1465,1457,LOSE,1-2,5YEPB5D8P,9
2025-12-17-23:28:17,RANKED MATCH,marisa,ed,1428,1418,WIN,2-1,WAMD6R5WJ,9
2025-12-17-23:26:01,RANKED MATCH,marisa,ed,1420,1426,WIN,2-0,UFF6JD8NK,9
2025-12-17-23:23:25,RANKED MATCH,marisa,guile,1412,1418,WIN,2-0,FKBDUEYUA,9
2025-12-17-23:22:18,RANKED MATCH,marisa,guile,1420,1410,LOSE,1-2,3JQVH3L8V,9
2025-12-17-23:19:54,RANKED MATCH,marisa,guile,1412,1418,WIN,2-1,YAAU8UGD5,9
2025-12-17-23:17:08,RANKED MATCH,marisa,marisa,1420,1408,LOSE,1-2,5B8K4GF3C,9
2025-12-17-23:14:03,RANKED MATCH,luke,ryu,1430,1452,LOSE,1-2,YJEHQQ4VH,9
2025-12-17-23:11:23,RANKED MATCH,luke,ryu,1421,1461,WIN,2-0,WVAAW8ETC,9
2025-12-17-23:08:46,RANKED MATCH,luke,zangief,1429,1414,LOSE,0-2,BUX9BSM4U,10
2025-12-17-23:07:24,RANKED MATCH,luke,zangief,1438,1405,LOSE,1-2,XMS9H98CR,10
2025-12-17-23:04:10,RANKED MATCH,luke,dhalsim,1445,1476,LOSE,0-2,SMXSSVBQX,10
2025-12-17-23:01:41,RANKED MATCH,honda,deejay,1460,1437,LOSE,0-2,ARPL7JTSG,10
2025-12-17-22:58:22,RANKED MATCH,honda,juri,1452,1456,WIN,1-0,QDJ3V7GTA,10
2025-12-17-22:56:46,RANKED MATCH,honda,juri,1444,1464,WIN,2-0,7HYC4V3MP,10
2025-12-17-22:53:38,RANKED MATCH,honda,vega,1451,1488,LOSE,0-2,CEJMQQBKP,10
2025-12-17-22:52:03,RANKED MATCH,honda,vega,1442,1497,WIN,2-0,563CFE7D8,10
2025-12-17-22:50:06,RANKED MATCH,honda,vega,1449,1490,LOSE,1-2,NHL7CK3KV,10
2025-12-17-22:47:03,RANKED MATCH,honda,zangief,1457,1473,LOSE,0-2,Q975AVD5S,10
