battle_time_jst,battle_type,my_character,opp_character,my_mr,opp_mr,result,round_score,replay_id,page
2025-12-30-0901,RANKED MATCH,honda,terry,1388,1330,WIN,"[1,1]",6SLHUSJA4,9
2025-12-30-0859,RANKED MATCH,honda,jamie,1394,1477,LOSE,"[-1,-7]",E9DUMVGGU,9
2025-12-30-0857,RANKED MATCH,honda,jamie,1400,1471,LOSE,"[-1,-7]",GVHLFSQ74,9
2025-12-30-0854,RANKED MATCH,honda,sagat,1392,1389,WIN,"[5,1]",FWJSR47Y7,9
2025-12-30-0853,RANKED MATCH,honda,sagat,1384,1397,WIN,"[1,-1,1]",FFAV969VB,9
2025-12-30-0848,RANKED MATCH,honda,jp,1376,1394,WIN,"[1,1]",DRFKAUC9T,9
2025-12-30-0846,RANKED MATCH,honda,jp,1367,1403,WIN,"[1,1]",VDQ34KVM5,9
2025-12-30-0844,RANKED MATCH,honda,jp,1374,1396,LOSE,"[1,-1,-1]",KBB7MRPJX,9
2025-12-30-0840,RANKED MATCH,honda,lily,1368,1301,WIN,"[1,1]",8V7N8NRXP,10
2025-12-30-0838,RANKED MATCH,honda,gouki,1361,1315,WIN,"[1,-6,1]",NRYHUTNTD,10
2025-12-30-0836,RANKED MATCH,honda,gouki,1370,1306,LOSE,"[-5,-1]",3C4UGCGM6,10
2025-12-30-0834,RANKED MATCH,honda,gouki,1363,1313,WIN,"[1,-7,1]",BU3PKUSA4,10
2025-12-30-0830,RANKED MATCH,zangief,cviper,0,0,LOSE,"[-1,-1]",D9XH6MLWD,10
2025-12-30-0828,RANKED MATCH,zangief,cviper,0,0,LOSE,"[-1,7,-1]",MX5SNS9HT,10
2025-12-30-0824,RANKED MATCH,terry,luke,1370,1380,LOSE,"[-1,-1]",V8JBNQTFB,10
2025-12-30-0823,RANKED MATCH,terry,luke,1378,1372,LOSE,"[-1,-6]",GHPTHX77Y,10
2025-12-30-0820,RANKED MATCH,gouki,elena,1256,1285,LOSE,"[1,-7,-1]",DX3NUK3H4,10
2025-12-30-0817,RANKED MATCH,gouki,elena,1264,1277,LOSE,"[-1,-1]",MPDLCPWJ5,10
